year,species_code,sex,sex_desc,length,iss,nss,nhl
1991,21921,1,male,37,3.6696288399094534,19,6
1991,21921,1,male,38,3.52991707702493,13,4
1991,21921,1,male,39,2.2331903178188504,4,4
1991,21921,1,male,40,1.2819918551137306,1,1
1991,21921,1,male,41,2.7133997578399325,3,3
1991,21921,1,male,42,4.180647556567351,2,1
1991,21921,1,male,43,1.649214659685864,1,1
1991,21921,1,male,44,1.3354711018816463,1,1
1991,21921,1,male,45,1.9281263610748158,1,1
1991,21921,2,female,21,2.3433337194486272,1,1
1991,21921,2,female,23,2.268227245545521,3,2
1991,21921,2,female,24,2.78319804330896,5,4
1991,21921,2,female,25,2.6323098588276483,8,4
1991,21921,2,female,26,3.147550506449652,8,4
1991,21921,2,female,27,4.167839672301909,9,2
1991,21921,2,female,28,7.446074393567591,11,5
1991,21921,2,female,29,13.845480153697503,21,3
1991,21921,2,female,30,13.195544698724303,30,7
1991,21921,2,female,31,5.361387478311843,16,6
1991,21921,2,female,32,2.9483762682730053,7,4
1991,21921,2,female,33,3.203655746356844,10,6
1991,21921,2,female,34,3.050205145691517,13,4
1991,21921,2,female,35,3.511893794686288,8,3
1991,21921,2,female,36,3.0282129965451317,13,4
1991,21921,2,female,37,2.5563863776286713,9,4
1991,21921,2,female,38,4.39175809772515,8,3
1991,21921,2,female,39,3.3901148520793987,9,5
1991,21921,2,female,40,2.4440733707918207,3,3
1991,21921,2,female,41,2.551891312406678,3,3
1991,21921,2,female,43,1.6740053158198474,1,1
1991,21921,2,female,44,2.832681339318839,3,3
1991,21921,2,female,45,2.85631718855236,3,3
1991,21921,2,female,46,3.146468987576435,2,1
1991,21921,2,female,47,3.078115458334459,2,1
1991,21921,2,female,48,3.065075320299736,3,2
1991,21921,2,female,49,1.2499664112150675,1,1
1991,30060,0,total,12,2.3119059272913733,4,1
1991,30060,0,total,12,2.3119059272913733,4,1
1991,30060,0,total,13,4.123183330499022,5,2
1991,30060,0,total,13,4.123183330499022,5,1
1991,30060,0,total,14,3.4735369942354883,3,1
1991,30060,0,total,14,3.4735369942354883,3,1
1991,30060,0,total,15,2.936524783069439,7,4
1991,30060,0,total,15,2.936524783069439,7,2
1991,30060,0,total,16,3.538259940025926,9,5
1991,30060,0,total,16,3.538259940025926,9,2
1991,30060,0,total,17,6.730606421219863,23,5
1991,30060,0,total,17,6.730606421219863,23,4
1991,30060,0,total,18,8.142559918857428,29,5
1991,30060,0,total,18,8.142559918857428,29,6
1991,30060,0,total,19,5.94156718636923,20,6
1991,30060,0,total,19,5.94156718636923,20,4
1991,30060,0,total,20,3.049505149095949,5,3
1991,30060,0,total,20,3.049505149095949,5,2
1991,30060,0,total,21,4.372686383513356,10,3
1991,30060,0,total,21,4.372686383513356,10,4
1991,30060,0,total,22,6.805884938307218,19,6
1991,30060,0,total,22,6.805884938307218,19,5
1991,30060,0,total,23,9.526261140423356,31,6
1991,30060,0,total,23,9.526261140423356,31,8
1991,30060,0,total,24,11.574038595291077,49,10
1991,30060,0,total,24,11.574038595291077,49,9
1991,30060,0,total,25,12.331063275394264,36,9
1991,30060,0,total,25,12.331063275394264,36,5
1991,30060,0,total,26,8.876586893124596,32,7
1991,30060,0,total,26,8.876586893124596,32,9
1991,30060,0,total,27,9.662740877571151,28,7
1991,30060,0,total,27,9.662740877571151,28,8
1991,30060,0,total,28,8.366653838590254,30,8
1991,30060,0,total,28,8.366653838590254,30,5
1991,30060,0,total,29,6.203532300509602,55,8
1991,30060,0,total,29,6.203532300509602,55,8
1991,30060,0,total,30,6.9521827654887565,45,7
1991,30060,0,total,30,6.9521827654887565,45,6
1991,30060,0,total,31,10.44815915103701,55,10
1991,30060,0,total,31,10.44815915103701,55,5
1991,30060,0,total,32,10.553748916720457,41,6
1991,30060,0,total,32,10.553748916720457,41,7
1991,30060,0,total,33,12.121445446880069,27,10
